Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP,Genes
"Heliconius melpomene amaryllis","Eukaryota;Animals;Insects","","SAMEA1094479","PRJEB8011","GCA_001486145.1","Scaffold",39.4955,31.9,,"FARE01",104829,0,"2015-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/486/145/GCA_001486145.1_Heliconius_melpomene_amaryllis.09-333",,0
"Aspergillus oryzae","Eukaryota;Fungi;Ascomycetes","TK-12","SAMD00154431","PRJDB7763","GCA_009685015.1","Scaffold",38.6098,47.2,,"BIYQ01",158,0,"2019-11-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/685/015/GCA_009685015.1_AoryTK12_1.0",,0
"Oryza rufipogon","Eukaryota;Plants;Land Plants","","SAMEA1531314","PRJEB29274","GCA_900609625.1","Contig",0.442979,43.2,,"UXDB01",201,0,"2019-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/609/625/GCA_900609625.1_Draft_mitochondrial_genome_of_wild_rice_W3061",,0
"Aspergillus flavus AF70","Eukaryota;Fungi;Ascomycetes","AF70","SAMN03255771","PRJNA217045","GCA_000952835.1","Contig",37.0274,48.3,,"JZDT01",924,13196,"2015-03-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/952/835/GCA_000952835.1_ASM95283v1",,13196
"Canis lupus familiaris","Eukaryota;Animals;Mammals","","SAMEA6249983","PRJEB31489","GCA_902724945.1"," Chromosome",0.016129,39.5,"chromosome 1:LR745171.1",,1,0,"2020-01-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/724/945/GCA_902724945.1_TRF.02.25_Nenets_Rus_1927AD",,0
"Cryptococcus neoformans var. grubii","Eukaryota;Fungi;Basidiomycetes","CM64","SAMEA104141301","PRJNA193054","GCA_002222025.1","Scaffold",18.5687,48.2,,"APKS01",568,6941,"2017-07-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/222/025/GCA_002222025.1_Cryp_neof_grubii_cng4_V1",,6941
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","GD08-2025","SAMN06050097","PRJNA354675","GCA_003016195.1","Scaffold",37.9737,51.8,,"MQPG01",2008,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/195/GCA_003016195.1_ASM301619v1",,0
"Plasmodium falciparum Senegal_V34.04","Eukaryota;Protists;Apicomplexans","Senegal_V34.04","SAMN02953701","PRJNA20865","GCA_000150315.1","Scaffold",13.2408,21.3,,"ABGT01",4329,0,"2007-11-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/150/315/GCA_000150315.1_ASM15031v1",,0
"Candida albicans Ca529L","Eukaryota;Fungi;Ascomycetes","Ca529L","SAMN02058435","PRJNA200311","GCA_000691765.2","Scaffold",14.6713,34,,"ASHC01",87,0,"2014-05-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/691/765/GCA_000691765.2_Cand_albi_Ca529L_V1",,0
"Homo sapiens","Eukaryota;Animals;Mammals","","SAMEA104349931","PRJEB23027","GCA_900232925.2","Contig",2823.84,40.9,,"OCVW02",1172,0,"2017-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/232/925/GCA_900232925.2_NA127878-rel5",,0
"Saccharomyces cerevisiae YJM1338","Eukaryota;Fungi;Ascomycetes","YJM1338","SAMN01923164","PRJNA189898","GCA_000977205.2"," Chromosome",12.2186,38.3858,"chromosome I:CP004463.2; chromosome II:CP004645.2; chromosome III:CP006292.2; chromosome IV:CP004713.2; chromosome V:CP004808.2; chromosome VI:CP004943.2; chromosome VII:CP005247.2; chromosome VIII:CP006080.2; chromosome IX:CP005036.2; chromosome X:CP005149.1; chromosome XI:CP005344.2; chromosome XII:CP006396.1; chromosome XIII:CP005445.1; chromosome XIV:CP005547.2; chromosome XV:CP005641.2; chromosome XVI:CP006172.2; plasmid 2 micron:CP004546.1; mitochondrion MT:CP006527.1",,18,5420,"2015-02-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/977/205/GCA_000977205.2_Sc_YJM1338_v1",,6540
"Oryza sativa","Eukaryota;Plants;Land Plants","","SAMEA2567542","PRJEB29274","GCA_900609875.1","Contig",0.418428,43.5,,"UXEA01",94,0,"2019-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/609/875/GCA_900609875.1_Draft_mitochondrial_genome_of_IRIS_313-8655",,0
"Arabidopsis thaliana","Eukaryota;Plants;Land Plants","","SAMEA104356396","PRJEB23122","GCA_900234285.1","Contig",2.15462,36.9,,"OCYA01",194,0,"2019-06-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/234/285/GCA_900234285.1_assembly_1",,0
"Arabidopsis thaliana","Eukaryota;Plants;Land Plants","","SAMEA104356377","PRJEB23122","GCA_900234105.1","Contig",1.76999,37.1,,"OCXU01",156,0,"2019-06-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/234/105/GCA_900234105.1_assembly_1",,0
"Oryza sativa","Eukaryota;Plants;Land Plants","","SAMEA2568556","PRJEB29274","GCA_900609755.1","Contig",0.412758,43.5,,"UXDO01",77,0,"2019-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/609/755/GCA_900609755.1_Draft_mitochondrial_genome_of_IRIS_313-11657",,0
"Saccharomyces cerevisiae YJM990","Eukaryota;Fungi;Ascomycetes","YJM990","SAMN01923144","PRJNA189878","GCA_000976605.3"," Chromosome",12.1965,38.4915,"chromosome I:CP004441.2; chromosome II:CP004600.2; chromosome III:CP006362.2; chromosome IV:CP004691.1; chromosome V:CP004785.2; chromosome VI:CP004921.2; chromosome VII:CP005225.2; chromosome VIII:CP006150.2; chromosome IX:CP005013.2; chromosome X:CP005108.2; chromosome XI:CP005322.1; chromosome XII:CP006466.1; chromosome XIII:CP005423.2; chromosome XIV:CP005525.2; chromosome XV:CP005619.2; chromosome XVI:CP006242.2; plasmid 2 micron:CP004527.1; mitochondrion MT:CP006505.1",,18,5385,"2015-02-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/976/605/GCA_000976605.3_Sc_YJM990_v1",,6793
"Candida albicans","Eukaryota;Fungi;Ascomycetes","ATCC 10231","SAMN04324314","PRJNA305340","GCA_002276455.1","Scaffold",17.0714,33.7,,"MUZS01",2219,0,"2017-08-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/276/455/GCA_002276455.1_ASM227645v1",,0
"Plasmodium falciparum VS/1","Eukaryota;Protists;Apicomplexans","VS/1","SAMN02953700","PRJNA20867","GCA_000150295.1","Scaffold",18.8876,21.8,,"ABGS01",5856,0,"2007-11-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/150/295/GCA_000150295.1_ASM15029v1",,0
"Homo sapiens","Eukaryota;Animals;Mammals","CHM1","SAMN02743421","PRJNA246220","GCA_001420745.1","Contig",3106.56,44.4,"mitochondrion MT:CM003573.1","LMBD01",7485,0,"2015-10-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/420/745/GCA_001420745.1_CA_P5_P6_CHM1_Assembly_Sensitive_2.5_Error",,0
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","ZJ00-10","SAMN06050145","PRJNA354675","GCA_003017255.1","Scaffold",37.8513,51.8,,"MQRC01",1875,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/017/255/GCA_003017255.1_ASM301725v1",,0
"Cryptococcus neoformans var. grubii","Eukaryota;Fungi;Basidiomycetes","CM24","SAMEA104141295","PRJNA193056","GCA_002222145.1","Scaffold",18.557,48.2,,"APKQ01",511,6942,"2017-07-20T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/222/145/GCA_002222145.1_Cryp_neof_grubii_cng6_V1",,6942
"Canis lupus familiaris","Eukaryota;Animals;Mammals","","SAMEA6249994","PRJEB31489","GCA_902724965.1"," Chromosome",0.016129,39.5,"chromosome 1:LR745190.1",,1,0,"2020-01-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/724/965/GCA_902724965.1_TRF.04.26_Kamchatka_Rus_Historical",,0
"Aspergillus flavus","Eukaryota;Fungi;Ascomycetes","CS1137 (VCG MC04)","SAMN07327802","PRJNA393333","GCA_003711285.1","Scaffold",37.4181,47.6,,"NLCI01",361,0,"2018-11-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/711/285/GCA_003711285.1_ASM371128v1",,0
"Oryza rufipogon","Eukaryota;Plants;Land Plants","","SAMEA1531381","PRJEB29274","GCA_900609265.1","Contig",0.430376,43.4,,"UXBQ01",146,0,"2019-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/609/265/GCA_900609265.1_Draft_mitochondrial_genome_of_wild_rice_W1679",,0
"Aspergillus oryzae","Eukaryota;Fungi;Ascomycetes","TK-52","SAMD00154471","PRJDB7763","GCA_009687145.1","Scaffold",36.7681,47.5,,"BJAE01",185,0,"2019-11-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/687/145/GCA_009687145.1_AoryTK52_1.0",,0
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","ISS-F3","SAMN09813554","PRJNA485758","GCA_004291455.1","Scaffold",53.1488,47.6,,"QUWZ01",2964,0,"2019-02-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/291/455/GCA_004291455.1_ASM429145v1",,0
"Heliconius melpomene amaryllis","Eukaryota;Animals;Insects","","SAMEA1094482","PRJEB8011","GCA_001485805.1","Scaffold",18.5734,31.4,,"FARF01",46387,0,"2015-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/485/805/GCA_001485805.1_Heliconius_melpomene_amaryllis.09-75",,0
"Aureobasidium pullulans","Eukaryota;Fungi;Ascomycetes","EXF-10632","SAMN10031616","PRJNA488010","GCA_004917305.1","Contig",28.1321,50.7,,"QZAP01",3124,10429,"2019-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/917/305/GCA_004917305.1_ASM491730v1",,10429
"Plasmodiophora brassicae","Eukaryota;Protists;Other Protists","P.b-41","SAMN10755766","PRJNA515478","GCA_009726255.1","Scaffold",24.0527,58.5,,"SGDO01",165,0,"2019-12-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/726/255/GCA_009726255.1_ASM972625v1",,0
"Venturia inaequalis","Eukaryota;Fungi;Ascomycetes","2225","SAMN07816573","PRJNA407103","GCA_003690475.1","Scaffold",44.2084,0,,"QWXN01",10353,0,"2018-10-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/690/475/GCA_003690475.1_ASM369047v1",,0
"Saitozyma podzolica","Eukaryota;Fungi;Basidiomycetes","","SAMEA6056376","PRJEB34750","GCA_902500855.1","Scaffold",33.5643,60.4,,"CABVSC01",604,0,"2019-12-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/500/855/GCA_902500855.1_C2-3",,0
"Saitozyma podzolica","Eukaryota;Fungi;Basidiomycetes","","SAMEA6056386","PRJEB34750","GCA_902500905.1","Scaffold",58.5896,59.9,,"CABVSJ01",907,0,"2019-12-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/500/905/GCA_902500905.1_C3-2",,0
"Venturia inaequalis","Eukaryota;Fungi;Ascomycetes","2485","SAMN07816565","PRJNA407103","GCA_003689075.1","Scaffold",39.3365,0,,"QWXF01",8354,0,"2018-10-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/689/075/GCA_003689075.1_ASM368907v1",,0
"Plasmodiophora brassicae","Eukaryota;Protists;Other Protists","e3","SAMEA3232990","PRJEB8376","GCA_001049375.1","Scaffold",24.0508,59.2,,"CDSF01",165,9727,"2015-06-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/049/375/GCA_001049375.1_pbe3.h15",,9727
"Aureobasidium pullulans","Eukaryota;Fungi;Ascomycetes","EXF-3750","SAMN10031586","PRJNA488010","GCA_004918215.1","Contig",27.5333,50.7,,"QZBP01",3624,10367,"2019-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/918/215/GCA_004918215.1_ASM491821v1",,10367
"Heliconius melpomene amaryllis","Eukaryota;Animals;Insects","","SAMEA1094488","PRJEB8011","GCA_001485945.1","Scaffold",44.095,31.3,,"FARD01",116151,0,"2015-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/485/945/GCA_001485945.1_Heliconius_melpomene_amaryllis.09-332",,0
"Fusarium oxysporum f. sp. nicotianae","Eukaryota;Fungi;Ascomycetes","Ft-1512","SAMN07201029","PRJNA389501","GCA_002234015.1","Scaffold",51.0411,47.3,,"NJCU01",989,0,"2017-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/234/015/GCA_002234015.1_Fonic_012",,0
"Aspergillus oryzae","Eukaryota;Fungi;Ascomycetes","TK-25","SAMD00154444","PRJDB7763","GCA_009686605.1","Scaffold",37.9642,47.3,,"BIZD01",145,0,"2019-11-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/686/605/GCA_009686605.1_AoryTK25_1.0",,0
"Oryza rufipogon","Eukaryota;Plants;Land Plants","","SAMEA1531428","PRJEB29274","GCA_900609245.1","Contig",0.441818,43.4,,"UXBP01",94,0,"2019-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/609/245/GCA_900609245.1_Draft_mitochondrial_genome_of_wild_rice_W1119",,0
"Aspergillus flavus","Eukaryota;Fungi;Ascomycetes","IFM 60655","SAMD00081538","PRJDB5757","GCA_003967755.1","Scaffold",37.0208,48.3,,"BEXQ01",991,0,"2018-12-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/967/755/GCA_003967755.1_Afla_1.0",,0
"Canis lupus familiaris","Eukaryota;Animals;Mammals","","SAMEA6249993","PRJEB31489","GCA_902724975.1"," Chromosome",0.016129,39.5,"chromosome 1:LR745174.1",,1,0,"2020-01-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/724/975/GCA_902724975.1_TRF.02.53_Kamchatka_Rus_1961AD",,0
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","GUY11","SAMN06050151","PRJNA354811","GCA_002368525.1","Scaffold",37.4902,51.4,,"MQOR01",1182,0,"2017-09-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/368/525/GCA_002368525.1_ASM236852v1",,0
"Homo sapiens","Eukaryota;Animals;Mammals","CHM13","SAMN03255769","PRJNA269593","GCA_000983455.2","Contig",2941.14,40.8,,"LBHZ02",4961,0,"2015-04-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/983/455/GCA_000983455.2_CHM13_Draft_Assembly",,0
"Plasmodium falciparum K1","Eukaryota;Protists;Apicomplexans","K1","SAMN02953703","PRJNA20861","GCA_000150355.1","Scaffold",13.2909,21.8,,"ABGV01",4772,0,"2007-11-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/150/355/GCA_000150355.1_ASM15035v1",,0
"Candida albicans","Eukaryota;Fungi;Ascomycetes","UAB040-W3D3","SAMN06854471","PRJNA384935","GCA_002259885.1","Scaffold",14.9816,31.5,,"NETO01",225,0,"2017-08-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/259/885/GCA_002259885.1_ASM225988v1",,0
"Cryptococcus neoformans var. grubii","Eukaryota;Fungi;Basidiomycetes","Clinical","SAMEA4535469","PRJEB17690","GCA_900177225.1","Scaffold",18.4488,48.2,,"FWZR01",1063,0,"2017-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/177/225/GCA_900177225.1_BMD1646",,0
"Saccharomyces cerevisiae YJM271","Eukaryota;Fungi;Ascomycetes","YJM271","SAMN01923119","PRJNA189853","GCA_000975855.3"," Chromosome",13.421,38.9024,"chromosome I:CP004416.2; chromosome II:CP004620.2; chromosome III:CP006337.1; chromosome IV:CP004666.2; chromosome V:CP004760.2; chromosome VI:CP004896.2; chromosome VII:CP005200.2; chromosome VIII:CP006125.2; chromosome IX:CP004988.2; chromosome X:CP005120.2; chromosome XI:CP005297.2; chromosome XII:CP006441.1; chromosome XIII:CP005398.2; chromosome XIV:CP005500.2; chromosome XV:CP005594.2; chromosome XVI:CP006217.2; plasmid 2 micron:CP004506.1; mitochondrion MT:CP006480.1",,18,5367,"2015-02-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/975/855/GCA_000975855.3_Sc_YJM271_v1",,8053
"Oryza sativa","Eukaryota;Plants;Land Plants","","SAMEA2569702","PRJEB29274","GCA_900610885.1","Contig",0.415805,43.5,,"UXHM01",101,0,"2019-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/610/885/GCA_900610885.1_Draft_mitochondrial_genome_of_IRIS_313-11191",,0
"Arabidopsis thaliana","Eukaryota;Plants;Land Plants","","SAMEA104356375","PRJEB23122","GCA_900233755.1","Contig",1.9492,36.9,,"OCWR01",183,0,"2019-06-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/233/755/GCA_900233755.1_assembly_1",,0
"Arabidopsis thaliana","Eukaryota;Plants;Land Plants","","SAMEA104356381","PRJEB23122","GCA_900233985.1","Contig",1.75614,36.8,,"OCXL01",156,0,"2019-06-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/233/985/GCA_900233985.1_assembly_1",,0
"Oryza sativa","Eukaryota;Plants;Land Plants","","SAMEA2567546","PRJEB29274","GCA_900609945.1","Contig",0.420498,43.6,,"UXEH01",97,0,"2019-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/609/945/GCA_900609945.1_Draft_mitochondrial_genome_of_IRIS_313-9039",,0
"Saccharomyces cerevisiae YJM972","Eukaryota;Fungi;Ascomycetes","YJM972","SAMN01923138","PRJNA189872","GCA_000976425.2"," Chromosome",12.9616,38.7006,"chromosome I:CP004435.2; chromosome II:CP004594.2; chromosome III:CP006356.2; chromosome IV:CP004685.2; chromosome V:CP004779.1; chromosome VI:CP004915.2; chromosome VII:CP005219.1; chromosome VIII:CP006144.2; chromosome IX:CP005007.2; chromosome X:CP005102.2; chromosome XI:CP005316.2; chromosome XII:CP006460.1; chromosome XIII:CP005417.2; chromosome XIV:CP005519.2; chromosome XV:CP005613.1; chromosome XVI:CP006236.2; plasmid 2 micron:CP004521.1; mitochondrion MT:CP006499.1",,18,5438,"2015-02-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/976/425/GCA_000976425.2_Sc_YJM972_v1",,7489
"Cryptococcus neoformans var. grubii","Eukaryota;Fungi;Basidiomycetes","Clinical","SAMEA4535471","PRJEB17690","GCA_900177205.1","Scaffold",18.4037,48.2,,"FWZL01",946,0,"2017-04-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/177/205/GCA_900177205.1_BMD1367",,0
"Homo sapiens","Eukaryota;Animals;Mammals","Han-1","SAMN05213946","PRJNA324747","GCA_001856745.1","Contig",2908.57,40.9,,"LZYJ01",4456,0,"2016-10-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/856/745/GCA_001856745.1_ASM185674v1",,0
"Candida albicans","Eukaryota;Fungi;Ascomycetes","UAB012-W7D4","SAMN06854404","PRJNA384935","GCA_002259875.1","Scaffold",15.64,30,,"NETN01",319,0,"2017-08-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/259/875/GCA_002259875.1_ASM225987v1",,0
"Plasmodium falciparum D10","Eukaryota;Protists;Apicomplexans","D10","SAMN02953705","PRJNA20857","GCA_000150395.1","Scaffold",13.3751,22.2,,"ABGX01",4471,0,"2007-11-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/150/395/GCA_000150395.1_ASM15039v1",,0
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","ZJ08-41","SAMN06050146","PRJNA354675","GCA_003016625.1","Scaffold",37.8234,51.9,,"MQRD01",1871,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/625/GCA_003016625.1_ASM301662v1",,0
"Canis lupus familiaris","Eukaryota;Animals;Mammals","","SAMEA6249991","PRJEB31489","GCA_902725005.1"," Chromosome",0.016129,39.4,"chromosome 1:LR745188.1",,1,0,"2020-01-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/725/005/GCA_902725005.1_TRF.02.47_Uummannaq_GL_1926AD",,0
"Aspergillus flavus","Eukaryota;Fungi;Ascomycetes","CS0504 (VCG BS01)","SAMN07327800","PRJNA393333","GCA_003711305.1","Scaffold",36.9805,48,,"NLCK01",269,0,"2018-11-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/711/305/GCA_003711305.1_ASM371130v1",,0
"Oryza rufipogon","Eukaryota;Plants;Land Plants","","SAMEA1531233","PRJEB29274","GCA_900609405.1","Contig",0.466007,43.2,,"UXCC01",262,0,"2019-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/609/405/GCA_900609405.1_Draft_mitochondrial_genome_of_wild_rice_W1759",,0
"Aspergillus oryzae","Eukaryota;Fungi;Ascomycetes","TK-66","SAMD00154485","PRJDB7763","GCA_009687425.1","Scaffold",38.0444,47.3,,"BJAS01",139,0,"2019-11-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/687/425/GCA_009687425.1_AoryTK66_1.0",,0
"Fusarium oxysporum f. sp. lycopersici","Eukaryota;Fungi;Ascomycetes","Fol069","SAMN04348794","PRJNA306247","GCA_001703035.1","Scaffold",49.1223,47.8,,"MALP01",1888,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/703/035/GCA_001703035.1_Fol069",,0
"Heliconius melpomene aglaope","Eukaryota;Animals;Insects","","SAMEA1094472","PRJEB8011","GCA_001486005.1","Scaffold",19.6328,32.4,,"FAQN01",49473,0,"2015-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/486/005/GCA_001486005.1_Heliconius_melpomene_aglaope.09-357",,0
"Aureobasidium pullulans","Eukaryota;Fungi;Ascomycetes","EXF-10629","SAMN10031615","PRJNA488010","GCA_004917595.1","Contig",27.8015,50.8,,"QZAQ01",3718,10585,"2019-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/917/595/GCA_004917595.1_ASM491759v1",,10585
"Plasmodiophora brassicae","Eukaryota;Protists;Other Protists","AAFC-SK-Pb6","SAMN10342669","PRJNA353022","GCA_004195245.1","Scaffold",24.1701,49.8,,"RPGR01",353,0,"2019-02-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/195/245/GCA_004195245.1_ASM419524v1",,0
"Venturia inaequalis","Eukaryota;Fungi;Ascomycetes","2446","SAMN07816575","PRJNA407103","GCA_003690455.1","Scaffold",45.7345,0,,"QWXP01",11295,0,"2018-10-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/690/455/GCA_003690455.1_ASM369045v1",,0
"Saitozyma podzolica","Eukaryota;Fungi;Basidiomycetes","","SAMEA6056377","PRJEB34750","GCA_902501075.1","Scaffold",61.1841,59.8,,"CABVTA01",1382,0,"2019-12-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/501/075/GCA_902501075.1_C2-4",,0
"Saitozyma podzolica","Eukaryota;Fungi;Basidiomycetes","","SAMEA6056385","PRJEB34750","GCA_902501105.1","Scaffold",59.7545,60.1,,"CABVTC01",1472,0,"2019-12-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/501/105/GCA_902501105.1_C3-17",,0
"Venturia inaequalis","Eukaryota;Fungi;Ascomycetes","2455","SAMN07816584","PRJNA407103","GCA_003690405.1","Scaffold",39.9209,47.3,,"QWXY01",3713,0,"2018-10-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/690/405/GCA_003690405.1_ASM369040v1",,0
"Plasmodiophora brassicae","Eukaryota;Protists;Other Protists","","SAMEA104666271","PRJEB24736","GCA_900303365.2","Contig",25.2468,59.3,"mitochondrion:OVEO00000000.1","OVEO01",20,18460,"2018-11-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/303/365/GCA_900303365.2_pb314",,18460
"Aureobasidium pullulans","Eukaryota;Fungi;Ascomycetes","EXF-5628","SAMN10031593","PRJNA488010","GCA_004917685.1","Contig",26.6074,50.9,,"QZBI01",3567,10421,"2019-04-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/917/685/GCA_004917685.1_ASM491768v1",,10421
"Heliconius melpomene aglaope","Eukaryota;Animals;Insects","","SAMEA1094478","PRJEB8011","GCA_001486045.1","Scaffold",40.3819,31.1,,"FAQQ01",105664,0,"2015-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/486/045/GCA_001486045.1_Heliconius_melpomene_aglaope.09-268",,0
"Aspergillus oryzae","Eukaryota;Fungi;Ascomycetes","TK-77","SAMD00154496","PRJDB7763","GCA_009687645.1","Scaffold",36.8504,47.4,,"BJBD01",118,0,"2019-11-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/687/645/GCA_009687645.1_AoryTK77_1.0",,0
"Oryza rufipogon","Eukaryota;Plants;Land Plants","","SAMEA1531121","PRJEB29274","GCA_900609225.1","Contig",0.428872,43.3,,"UXBL01",138,0,"2019-01-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/609/225/GCA_900609225.1_Draft_mitochondrial_genome_of_wild_rice_W1083",,0
"Aspergillus flavus","Eukaryota;Fungi;Ascomycetes","2017 Coahoma J7","SAMN10103211","PRJNA492745","GCA_003953735.1","Scaffold",36.4879,48.3,,"RAXO01",868,0,"2018-12-18T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/953/735/GCA_003953735.1_ASM395373v1",,0
